timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect;"iter_transactionName";"iter_useCase";"iter_sessionId";"user.email";"iter_zooId";"test.id";"loadProfile.threads"
1691961035976;124;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;274;171;1;1;https://test-api.k6.io/public/crocodiles/7/;124;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961036106;216;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;1;1;https://test-api.k6.io/;215;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961035851;463;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16372;492;1;1;null;330;15;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961037508;411;00.00.0.launch;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;411;0;289;T.00.00.Launch;null;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;null;01_load_2023-08-13;5
1691961037504;411;T.00.00.Launch;200;Number of samples in transaction : 1, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;15882;151;2;2;null;411;9;289;T.00.00.Launch;null;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;null;01_load_2023-08-13;5
1691961043190;129;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;129;0;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961043323;232;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;232;0;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961043189;361;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;361;7;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961044630;218;00.01.0.login;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;218;0;0;T.0.1.Login;null;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;null;01_load_2023-08-13;5
1691961044849;122;00.01.1.getZoo;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;122;0;0;T.0.1.Login;null;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961044628;340;T.0.1.Login;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;31764;302;2;2;null;340;14;0;T.0.1.Login;null;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961046772;242;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;502;341;2;2;https://test-api.k6.io/public/crocodiles/3/;120;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961046772;120;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;2;2;https://test-api.k6.io/public/crocodiles/3;120;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961046893;121;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;286;171;2;2;https://test-api.k6.io/public/crocodiles/3/;121;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961047016;223;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;223;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961046772;465;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16384;492;2;2;null;343;7;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961052409;123;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;122;0;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961052537;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;112;0;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961052408;341;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;234;10;0;T.01.00.PublicCrocodileList;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961055223;119;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;119;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961055343;220;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;220;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961055222;339;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;2;2;null;339;4;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961058538;234;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;494;341;2;2;https://test-api.k6.io/public/crocodiles/6/;112;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058538;113;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;2;2;https://test-api.k6.io/public/crocodiles/6;112;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058651;121;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;278;171;2;2;https://test-api.k6.io/public/crocodiles/6/;121;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058773;217;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;217;0;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058538;451;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16376;492;2;2;null;329;2;0;T.01.01.PublicCrocodileView;Navigation;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058994;114;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;114;0;0;T.01.02.Search;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961059113;120;01.02.0.search;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;120;0;0;T.01.02.Search;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961058994;234;T.01.02.Search;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;234;71;0;T.01.02.Search;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961060550;272;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;488;341;2;2;https://test-api.k6.io/public/crocodiles/1/;112;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961060550;112;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;2;2;https://test-api.k6.io/public/crocodiles/1;112;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961060662;160;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;272;171;2;2;https://test-api.k6.io/public/crocodiles/1/;160;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961060825;223;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;223;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961060550;495;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16370;492;2;2;null;335;9;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961061530;388;00.00.0.launch;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;388;0;272;T.00.00.Launch;null;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;null;01_load_2023-08-13;5
1691961061528;388;T.00.00.Launch;200;Number of samples in transaction : 1, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;15882;151;3;3;null;388;4;272;T.00.00.Launch;null;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;null;01_load_2023-08-13;5
1691961063882;228;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;495;341;3;3;https://test-api.k6.io/public/crocodiles/5/;111;0;0;T.01.01.PublicCrocodileView;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961063882;111;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/5;111;0;0;T.01.01.PublicCrocodileView;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961063994;116;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;279;171;3;3;https://test-api.k6.io/public/crocodiles/5/;116;0;0;T.01.01.PublicCrocodileView;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961064115;122;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;121;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961064111;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;218;0;0;T.01.01.PublicCrocodileView;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961063881;446;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16377;492;3;3;null;329;5;0;T.01.01.PublicCrocodileView;Search;4f9adf6d-e894-418e-aa77-4ec0da98c9a7;customer_3_2@ukr.net;3;01_load_2023-08-13;5
1691961064241;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;218;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961064115;340;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;3;3;null;339;5;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961064348;358;00.00.0.launch;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;358;0;240;T.00.00.Launch;null;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;null;01_load_2023-08-13;5
1691961064340;358;T.00.00.Launch;200;Number of samples in transaction : 1, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;15882;151;3;3;null;358;9;240;T.00.00.Launch;null;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;null;01_load_2023-08-13;5
1691961067860;220;00.01.0.login;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;220;0;0;T.0.1.Login;null;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;null;01_load_2023-08-13;5
1691961068084;125;00.01.1.getZoo;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;125;0;0;T.0.1.Login;null;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
1691961067860;345;T.0.1.Login;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;31764;302;3;3;null;345;8;0;T.0.1.Login;null;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
1691961070128;234;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;502;341;3;3;https://test-api.k6.io/public/crocodiles/3/;113;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961070128;113;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/3;113;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961070242;120;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;286;171;3;3;https://test-api.k6.io/public/crocodiles/3/;119;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961070365;220;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;220;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961070126;454;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16384;492;3;3;null;333;10;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961070648;216;00.01.0.login;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;216;0;0;T.0.1.Login;null;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;null;01_load_2023-08-13;5
1691961070864;115;00.01.1.getZoo;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;114;0;0;T.0.1.Login;null;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961070648;331;T.0.1.Login;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;31764;302;3;3;null;330;1;0;T.0.1.Login;null;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961075810;124;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;124;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961075939;222;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;222;0;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961075809;346;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;3;3;null;346;10;0;T.01.00.PublicCrocodileList;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961077427;119;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-3;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;119;0;0;T.01.00.PublicCrocodileList;Navigation;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
1691961077481;118;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;118;0;0;T.01.00.PublicCrocodileList;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961077548;2214;01.00.1.getCart;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;2214;0;0;T.01.00.PublicCrocodileList;Navigation;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
1691961077426;2333;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;16694;320;3;3;null;2333;-1966;0;T.01.00.PublicCrocodileList;Navigation;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
1691961077601;216;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;216;0;0;T.01.00.PublicCrocodileList;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961077481;334;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;3;3;null;334;3;0;T.01.00.PublicCrocodileList;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961080756;237;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;494;341;3;3;https://test-api.k6.io/public/crocodiles/6/;111;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961080756;111;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/6;111;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961080868;125;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;278;171;3;3;https://test-api.k6.io/public/crocodiles/6/;125;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961080995;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;218;0;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961080755;455;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16376;492;3;3;null;329;5;0;T.01.01.PublicCrocodileView;Navigation;0139bcfb-3c7e-4d45-93d3-7b68a6ed39f1;customer_1_3@ukr.net;1;01_load_2023-08-13;5
1691961082068;235;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;491;341;3;3;https://test-api.k6.io/public/crocodiles/4/;114;0;0;T.01.01.PublicCrocodileView;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961082068;114;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/4;114;0;0;T.01.01.PublicCrocodileView;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961082183;120;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;275;171;3;3;https://test-api.k6.io/public/crocodiles/4/;120;0;0;T.01.01.PublicCrocodileView;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961082304;215;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;110;0;0;T.01.01.PublicCrocodileView;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961082067;450;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16373;492;3;3;null;224;3;0;T.01.01.PublicCrocodileView;Navigation;ecc96a79-b70f-4549-81f4-334b8e5184a5;customer_3_5@ukr.net;3;01_load_2023-08-13;5
1691961084645;231;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-3;text;true;;502;341;3;3;https://test-api.k6.io/public/crocodiles/3/;110;0;0;T.01.01.PublicCrocodileView;Navigation;24276088-e330-41ac-b21a-140532cb28f2;customer_2_4@ukr.net;2;01_load_2023-08-13;5
