timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect;"iter_transactionName";"iter_useCase";"iter_sessionId";"user.email";"iter_zooId";"test.id";"loadProfile.threads"
1691957194593;124;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;124;0;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957194721;215;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;215;0;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957194593;339;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;339;7;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957200645;233;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;495;341;2;2;https://test-api.k6.io/public/crocodiles/5/;113;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957200645;113;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;2;2;https://test-api.k6.io/public/crocodiles/5;113;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957200759;119;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;279;171;2;2;https://test-api.k6.io/public/crocodiles/5/;119;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957200880;216;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;215;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957200645;449;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16377;492;2;2;null;328;4;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957205131;122;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;122;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957205261;224;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;2;2;https://test-api.k6.io/;223;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957205131;346;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;2;2;null;345;22;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957206573;119;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;119;0;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957206693;222;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;222;0;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957206572;341;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;341;4;0;T.01.00.PublicCrocodileList;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210172;234;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;498;341;2;2;https://test-api.k6.io/public/crocodiles/8/;112;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210172;112;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;2;2;https://test-api.k6.io/public/crocodiles/8;112;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210285;121;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;282;171;2;2;https://test-api.k6.io/public/crocodiles/8/;121;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210411;223;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;223;0;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210171;457;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16380;492;2;2;null;335;11;0;T.01.01.PublicCrocodileView;Navigation;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210654;113;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;2;2;https://test-api.k6.io/;112;0;0;T.01.02.Search;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210772;121;01.02.0.search;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;2;2;https://test-api.k6.io/public/crocodiles/;120;0;0;T.01.02.Search;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957210652;234;T.01.02.Search;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;2;2;null;232;76;0;T.01.02.Search;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957211976;231;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;502;341;3;3;https://test-api.k6.io/public/crocodiles/3/;112;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957211976;112;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/3;112;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957212088;119;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;286;171;3;3;https://test-api.k6.io/public/crocodiles/3/;119;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957212210;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;112;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957211975;449;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16384;492;3;3;null;224;5;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957212075;382;00.00.0.launch;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;382;0;266;T.00.00.Launch;null;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;null;00_load_2023-08-13;5
1691957212072;382;T.00.00.Launch;200;Number of samples in transaction : 1, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;15882;151;3;3;null;382;4;266;T.00.00.Launch;null;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;null;00_load_2023-08-13;5
1691957215777;237;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-5;text;true;;502;341;3;3;https://test-api.k6.io/public/crocodiles/3/;113;0;0;T.01.01.PublicCrocodileView;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957215777;113;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-5;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/3;113;0;0;T.01.01.PublicCrocodileView;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957215891;123;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-5;text;true;;286;171;3;3;https://test-api.k6.io/public/crocodiles/3/;123;0;0;T.01.01.PublicCrocodileView;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957216020;225;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;225;0;0;T.01.01.PublicCrocodileView;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957215776;462;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16384;492;3;3;null;338;11;0;T.01.01.PublicCrocodileView;Search;a84a8874-673b-441d-b7e2-9abe5820dc6d;customer_3_2@ukr.net;3;00_load_2023-08-13;5
1691957216275;409;00.00.0.launch;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;407;0;285;T.00.00.Launch;null;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;null;00_load_2023-08-13;5
1691957216261;409;T.00.00.Launch;200;Number of samples in transaction : 1, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;15882;151;3;3;null;407;28;285;T.00.00.Launch;null;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;null;00_load_2023-08-13;5
1691957218143;124;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;124;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957218271;227;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;227;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957218143;351;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;3;3;null;351;8;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957219196;215;00.01.0.login;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;215;0;0;T.0.1.Login;null;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;null;00_load_2023-08-13;5
1691957219411;115;00.01.1.getZoo;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;114;0;0;T.0.1.Login;null;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957219196;330;T.0.1.Login;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;31764;302;3;3;null;329;4;0;T.0.1.Login;null;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957220494;215;00.01.0.login;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;107;0;0;T.0.1.Login;null;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;null;00_load_2023-08-13;5
1691957220716;111;00.01.1.getZoo;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;111;0;0;T.0.1.Login;null;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;3;00_load_2023-08-13;5
1691957220493;326;T.0.1.Login;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;31764;302;3;3;null;218;10;0;T.0.1.Login;null;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;3;00_load_2023-08-13;5
1691957223062;232;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;498;341;3;3;https://test-api.k6.io/public/crocodiles/8/;112;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957223062;112;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/8;112;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957223175;119;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;282;171;3;3;https://test-api.k6.io/public/crocodiles/8/;119;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957223298;218;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;218;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957223060;450;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16380;492;3;3;null;330;7;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957229237;121;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-5;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;121;0;0;T.01.00.PublicCrocodileList;Navigation;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;3;00_load_2023-08-13;5
1691957229361;217;01.00.1.getCart;200;OK;Users_ThreadGroup 1-5;text;true;;15882;151;3;3;https://test-api.k6.io/;217;0;0;T.01.00.PublicCrocodileList;Navigation;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;3;00_load_2023-08-13;5
1691957229236;338;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-5;;true;;16694;320;3;3;null;338;5;0;T.01.00.PublicCrocodileList;Navigation;ac43562c-99e4-4eb0-aa48-c901ad3ec0d6;customer_3_5@ukr.net;3;00_load_2023-08-13;5
1691957230092;116;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-3;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;116;0;0;T.01.00.PublicCrocodileList;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957230140;119;01.00.0.publicCrocodileList;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;119;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957230210;6112;01.00.1.getCart;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;6112;0;0;T.01.00.PublicCrocodileList;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957230091;6228;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-3;;true;;16694;320;3;3;null;6228;-5871;0;T.01.00.PublicCrocodileList;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957230260;219;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;219;0;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957230140;338;T.01.00.PublicCrocodileList;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;3;3;null;338;2;0;T.01.00.PublicCrocodileList;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233528;226;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-4;text;true;;491;341;3;3;https://test-api.k6.io/public/crocodiles/4/;110;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233528;110;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-4;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/4;110;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233638;116;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-4;text;true;;275;171;3;3;https://test-api.k6.io/public/crocodiles/4/;116;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233756;217;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;113;0;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233527;443;T.01.01.PublicCrocodileView;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16373;492;3;3;null;223;5;0;T.01.01.PublicCrocodileView;Navigation;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233978;116;01.00.1.getCart;200;OK;Users_ThreadGroup 1-4;text;true;;15882;151;3;3;https://test-api.k6.io/;115;0;0;T.01.02.Search;Search;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957234097;123;01.02.0.search;200;OK;Users_ThreadGroup 1-4;text;true;;812;169;3;3;https://test-api.k6.io/public/crocodiles/;123;0;0;T.01.02.Search;Search;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957233978;239;T.01.02.Search;200;Number of samples in transaction : 2, number of failing samples : 0;Users_ThreadGroup 1-4;;true;;16694;320;3;3;null;238;4;0;T.01.02.Search;Search;6a955d3f-97ee-4db0-b7df-7b9b735a1ca8;customer_1_3@ukr.net;1;00_load_2023-08-13;5
1691957234661;230;01.01.0.publicCrocodileView;200;OK;Users_ThreadGroup 1-3;text;true;;494;341;3;3;https://test-api.k6.io/public/crocodiles/6/;110;0;0;T.01.01.PublicCrocodileView;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957234661;110;01.01.0.publicCrocodileView-0;301;Moved Permanently;Users_ThreadGroup 1-3;text;true;;216;170;3;3;https://test-api.k6.io/public/crocodiles/6;110;0;0;T.01.01.PublicCrocodileView;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957234771;120;01.01.0.publicCrocodileView-1;200;OK;Users_ThreadGroup 1-3;text;true;;278;171;3;3;https://test-api.k6.io/public/crocodiles/6/;119;0;0;T.01.01.PublicCrocodileView;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
1691957234895;6216;01.00.1.getCart;200;OK;Users_ThreadGroup 1-3;text;true;;15882;151;3;3;https://test-api.k6.io/;6216;0;0;T.01.01.PublicCrocodileView;Navigation;46b2c22f-12c9-4802-9d4d-ae5907429df2;customer_2_4@ukr.net;2;00_load_2023-08-13;5
